STORE_KEY,STORE_NUMBER,ROW_EFFECTIVE_TIMESTAMP,ROW_EXPIRATION_TIMESTAMP,STORE_NAME,STORE_TYPE_CODE,STORE_TYPE_NAME,OPEN_DATE,CLOSE_DATE,CITY_NAME,STATE_CODE,STATE_NAME,COUNTRY_CODE,COUNTRY_NAME,TIME_ZONE_NAME,DMA_ID,DMA_NAME,ROYALTY_RATE,STORE_STATUS,REGION_ID,REGION_NAME,PRIOR_STORE_NUMBER,STORE_LIVE_DATE,STORE_FUNCTIONAL_STATUS,GLOBAL_REGION_NAME,GLOBAL_REGION_STORE_TYPE_NAME,AREA_REGION,DISPATCH_GO_LIVE_DATE,DOOR_DASH_GO_LIVE_DATE,DOOR_DASH_MARKUP_GO_LIVE_DATE,STORE_CONCEPT_NAME,UBER_EATS_MARKUP_DATE,EDW_CREATE_TIMESTAMP,EDW_MODIFY_TIMESTAMP
192,1883,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA1883,Fran,Franchise,9/3/2021,12/31/1999,Fresno,CA,California,USA,,Pacific,866,FRESNO-VISALIA,,Active,4,West,,9/3/2021,Operational,Domestic,DomesticFranchise,FRESNO-VISALIA,9/3/2021,,9/3/2021,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1382,560,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA560,Fran,Franchise,7/8/2011,12/31/1999,ELK GROVE,CA,California,USA,,Pacific,862,SACRAMNTO-STKTON-MODESTO,,Active,4,West,,7/8/2011,Operational,Domestic,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,3/13/2019,3/13/2019,6/7/2021,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1212,390,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA390,Fran,Franchise,11/12/2008,12/31/1999,RANCHO CORDOVA,CA,California,USA,,Pacific,862,SACRAMNTO-STKTON-MODESTO,,Active,4,West,,11/12/2008,Operational,Domestic,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,3/28/2019,3/28/2019,9/27/2020,Original,11/12/2008,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
261,1953,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA1953,Fran,Franchise,7/22/2021,12/31/1999,Selma,CA,California,USA,,Pacific,866,FRESNO-VISALIA,,Active,4,West,,7/22/2021,Operational,Domestic,DomesticFranchise,FRESNO-VISALIA,7/22/2021,7/22/2021,7/22/2021,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
524,2217,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA2217,Fran,Franchise,12/28/2022,12/31/1999,San Jose,CA,California,USA,,Pacific,807,SAN FRANCISCO-OAK-SAN JOSE,,Active,4,West,,12/28/2022,Operational,Domestic,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,12/28/2022,12/28/2022,12/28/2022,Original,12/28/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
446,2139,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA2139,Fran,Franchise,9/19/2022,12/31/1999,Stockton,CA,California,USA,,Pacific,862,SACRAMNTO-STKTON-MODESTO,,Active,4,West,,9/19/2022,Operational,Domestic,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,9/19/2022,9/19/2022,9/19/2022,Original,9/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1098,275,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA275,Fran,Franchise,3/22/2006,12/31/1999,MERCED,CA,California,USA,,Pacific,866,FRESNO-VISALIA,,Active,4,West,,3/22/2006,Operational,Domestic,DomesticFranchise,FRESNO-VISALIA,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1101,278,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA278,Fran,Franchise,2/1/2006,12/31/1999,ELK GROVE,CA,California,USA,,Pacific,862,SACRAMNTO-STKTON-MODESTO,,Active,4,West,,2/1/2006,Operational,Domestic,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,3/13/2019,3/13/2019,8/23/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1146,324,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA324,Fran,Franchise,11/26/2007,12/31/1999,VALLEJO,CA,California,USA,,Pacific,807,SAN FRANCISCO-OAK-SAN JOSE,,Active,4,West,,11/26/2007,Operational,Domestic,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,3/13/2019,3/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1147,325,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA325,Fran,Franchise,4/4/2007,12/31/1999,PINOLE,CA,California,USA,,Pacific,807,SAN FRANCISCO-OAK-SAN JOSE,,Active,4,West,,4/4/2007,Operational,Domestic,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,3/13/2019,3/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1150,328,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,NV328,Fran,Franchise,1/13/2007,12/31/1999,RENO,NV,Nevada,USA,,Pacific,811,RENO,,Active,4,West,,1/13/2007,Operational,Domestic,DomesticFranchise,RENO,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
2006,1225,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,AK1225,Fran,Franchise,3/5/2017,12/31/1999,ANCHORAGE,AK,Alaska,USA,,AKST|America/Anchorage|UTC-8,743,ANCHORAGE,,Active,4,West,,3/5/2017,Operational,Domestic,DomesticFranchise,ANCHORAGE,9/18/2019,9/18/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1197,375,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,NV375,Fran,Franchise,12/26/2007,12/31/1999,RENO,NV,Nevada,USA,,Pacific,811,RENO,,Active,4,West,,12/26/2007,Operational,Domestic,DomesticFranchise,RENO,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
2037,1256,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA1256,Fran,Franchise,7/10/2017,12/31/1999,FRESNO,CA,California,USA,,Pacific,866,FRESNO-VISALIA,,Active,4,West,,7/10/2017,Operational,Domestic,DomesticFranchise,FRESNO-VISALIA,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
2042,1261,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA1261,Fran,Franchise,4/27/2017,12/31/1999,Windsor,CA,California,USA,,Pacific,807,SAN FRANCISCO-OAK-SAN JOSE,,Active,4,West,,4/27/2017,Operational,Domestic,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,5/23/2019,5/23/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
2046,1265,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA1265,Fran,Franchise,11/30/2017,12/31/1999,TULARE,CA,California,USA,,Pacific,866,FRESNO-VISALIA,,Active,4,West,,11/30/2017,Operational,Domestic,DomesticFranchise,FRESNO-VISALIA,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1253,431,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA431,Fran,Franchise,10/15/2008,12/31/1999,SAN JOSE,CA,California,USA,,Pacific,807,SAN FRANCISCO-OAK-SAN JOSE,,Active,4,West,,10/15/2008,Operational,Domestic,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,3/13/2019,8/30/2018,8/23/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
2066,1285,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA1285,Fran,Franchise,6/25/2017,12/31/1999,ROSEVILLE,CA,California,USA,,Pacific,862,SACRAMNTO-STKTON-MODESTO,,Active,4,West,,6/25/2017,Operational,Domestic,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,3/28/2019,3/28/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
2119,1338,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA1338,Fran,Franchise,4/26/2018,12/31/1999,FRESNO,CA,California,USA,,Pacific,866,FRESNO-VISALIA,,Active,4,West,,4/26/2018,Operational,Domestic,DomesticFranchise,FRESNO-VISALIA,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1332,510,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA510,Fran,Franchise,11/18/2009,12/31/1999,FRESNO,CA,California,USA,,Pacific,866,FRESNO-VISALIA,,Active,4,West,,11/18/2009,Operational,Domestic,DomesticFranchise,FRESNO-VISALIA,12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1338,516,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA516,Fran,Franchise,8/4/2010,12/31/1999,FRESNO,CA,California,USA,,Pacific,866,FRESNO-VISALIA,,Active,4,West,,8/4/2010,Operational,Domestic,DomesticFranchise,FRESNO-VISALIA,12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
2159,1380,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA1380,Fran,Franchise,3/15/2018,12/31/1999,DINUBA,CA,California,USA,,Pacific,866,FRESNO-VISALIA,,Active,4,West,,3/15/2018,Operational,Domestic,DomesticFranchise,FRESNO-VISALIA,12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
1365,543,2024-04-13T02:06:44.154Z,2024-04-13T02:06:44.154Z,CA543,Fran,Franchise,11/10/2010,12/31/1999,SANTA ROSA,CA,California,USA,,Pacific,807,SAN FRANCISCO-OAK-SAN JOSE,,Active,4,West,,11/10/2010,Operational,Domestic,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,3/13/2019,3/13/2019,9/27/2020,Original,11/10/2010,2023-06-13T20:38:55.210Z,2024-04-13T02:06:44.154Z
451,2144,2024-04-21T02:06:36.610Z,2024-04-21T02:06:36.610Z,CT2144,Fran,Franchise,4/17/2023,12/31/1999,New Haven,CT,Connecticut,USA,,Eastern,533,HARTFORD & NEW HAVEN,,Active,3,North,,4/17/2023,Operational,Domestic,DomesticFranchise,HARTFORD & NEW HAVEN,4/17/2023,4/17/2023,4/17/2023,Original,4/17/2023,2023-06-13T20:38:55.210Z,2024-04-21T02:06:36.610Z
518,2211,2024-04-21T02:06:36.610Z,2024-04-21T02:06:36.610Z,CA2211,Fran,Franchise,4/21/2023,12/31/1999,Benicia,CA,California,USA,,Pacific,807,SAN FRANCISCO-OAK-SAN JOSE,,Active,4,West,,4/21/2023,Operational,Domestic,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,1/9/2023,,4/21/2023,Original,4/21/2023,2023-06-13T20:38:55.210Z,2024-04-21T02:06:36.610Z
582,2275,2024-04-21T02:06:36.610Z,2024-04-21T02:06:36.610Z,FL2275,Fran,Franchise,4/18/2023,12/31/1999,Jacksonville,FL,Florida,USA,,Eastern,561,JACKSONVILLE,,Active,2,Southeast,,4/18/2023,Operational,Domestic,DomesticFranchise,JACKSONVILLE,4/15/2023,,4/18/2023,Original,4/18/2023,2023-06-13T20:38:55.210Z,2024-04-21T02:06:36.610Z
419,2112,2024-04-22T02:06:55.718Z,2024-04-22T02:06:55.718Z,TX2112,Fran,Franchise,4/21/2022,12/31/1999,Uvalde,TX,Texas,USA,,Central,641,SAN ANTONIO,,Active,1,Southwest,,4/21/2022,Operational,Domestic,DomesticFranchise,SAN ANTONIO,8/4/2022,7/26/2022,4/21/2022,Original,4/21/2022,2023-06-13T20:38:55.210Z,2024-04-22T02:06:55.718Z
297,1989,2024-04-22T02:06:55.718Z,2024-04-22T02:06:55.718Z,TX1989,Fran,Franchise,4/20/2022,12/31/1999,San Marcos,TX,Texas,USA,,Central,635,AUSTIN,,Active,1,Southwest,,4/20/2022,Operational,Domestic,DomesticFranchise,AUSTIN,4/20/2022,4/20/2022,4/20/2022,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-22T02:06:55.718Z
399,2092,2024-04-22T02:06:55.718Z,2024-04-22T02:06:55.718Z,NE2092,Fran,Franchise,4/19/2022,12/31/1999,Grand Island,NE,Nebraska,USA,,Eastern,722,LINCOLN & HASTINGS-KRNY,,Active,1,Southwest,,4/19/2022,Operational,Domestic,DomesticFranchise,LINCOLN & HASTINGS-KRNY,4/20/2022,4/20/2022,4/19/2022,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-22T02:06:55.718Z
444,2137,2024-04-22T02:06:55.718Z,2024-04-22T02:06:55.718Z,IL2137,Fran,Franchise,4/21/2022,12/31/1999,Montgomery,IL,Illinois,USA,,Central,602,CHICAGO,,Active,3,North,,4/21/2022,Operational,Domestic,DomesticFranchise,CHICAGO,4/21/2022,4/21/2022,4/21/2022,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-04-22T02:06:55.718Z
149,1840,2024-04-24T02:07:28.902Z,2024-04-24T02:07:28.902Z,NY1840,Fran,Franchise,12/31/1999,12/31/1999,Poughkeepsie,NY,New York,USA,,Eastern,501,NEW YORK,,Future,3,North,,,Signed Lease,Domestic,DomesticFranchise,NEW YORK,,,12/31/1999,,12/31/1999,2023-06-13T20:38:55.210Z,2024-04-24T02:07:28.902Z
2000,1219,2024-04-24T02:07:28.902Z,2024-04-24T02:07:28.902Z,TX1219,Fran,Franchise,3/20/2017,12/31/1999,AUSTIN,TX,Texas,USA,,Central,635,AUSTIN,,Active,1,Southwest,,3/20/2017,Operational,Domestic,DomesticFranchise,AUSTIN,11/27/2017,11/27/2017,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-24T02:07:28.902Z
1200,378,2024-04-24T02:07:28.902Z,2024-04-24T02:07:28.902Z,TX378,Fran,Franchise,12/12/2007,12/31/1999,GEORGETOWN,TX,Texas,USA,,Central,635,AUSTIN,,Active,1,Southwest,,12/12/2007,Operational,Domestic,DomesticFranchise,AUSTIN,11/27/2017,11/27/2017,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-24T02:07:28.902Z
1284,462,2024-04-24T02:07:28.902Z,2024-04-24T02:07:28.902Z,TX462,Fran,Franchise,11/8/2008,12/31/1999,ROUND ROCK,TX,Texas,USA,,Central,635,AUSTIN,,Active,1,Southwest,,11/8/2008,Operational,Domestic,DomesticFranchise,AUSTIN,11/27/2017,11/27/2017,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-04-24T02:07:28.902Z
310876,2533,2024-04-26T02:06:52.694Z,2024-04-26T02:06:52.694Z,OR2533,Fran,Franchise,4/24/2024,12/31/1999,Eugene,OR,Oregon,USA,,Unknown,801,EUGENE,,Active,4,West,,4/24/2024,Operational,Domestic,DomesticFranchise,EUGENE,4/26/2024,,4/24/2024,Original,4/24/2024,2023-09-02T02:02:41.926Z,2024-04-26T02:06:52.694Z
1750,966,2024-04-26T02:06:52.694Z,2024-04-26T02:06:52.694Z,NV966,Corp,Corporate,1/26/2013,12/31/1999,LAS VEGAS,NV,Nevada,USA,,Pacific,839,LAS VEGAS,,Active,4,West,,1/26/2013,Operational,Domestic,DomesticCorporate,LAS VEGAS,10/26/2017,10/26/2017,8/9/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-04-26T02:06:52.694Z
464546,2568,2024-05-04T02:06:50.095Z,2024-05-04T02:06:50.095Z,CA2568,Fran,Franchise,12/31/1999,12/31/1999,El Centro,CA,California,USA,,Unknown,825,SAN DIEGO,,Future,4,West,,,Signed Lease,Domestic,DomesticFranchise,SAN DIEGO,,,12/31/1999,,12/31/1999,2023-10-12T02:06:52.808Z,2024-05-04T02:06:50.095Z
300,1993,2024-05-06T02:07:04.424Z,2024-05-06T02:07:04.424Z,PA1993,Fran,Franchise,5/2/2022,12/31/1999,Conshohocken,PA,Pennsylvania,USA,,Eastern,504,PHILADELPHIA,,Active,3,North,,5/2/2022,Operational,Domestic,DomesticFranchise,PHILADELPHIA,5/2/2022,5/2/2022,5/2/2022,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-05-06T02:07:04.424Z
426,2119,2024-05-06T02:07:04.424Z,2024-05-06T02:07:04.424Z,TX2119,Fran,Franchise,5/2/2022,12/31/1999,Gainesville,TX,Texas,USA,,Central,623,DALLAS-FT. WORTH,,Active,1,Southwest,,5/2/2022,Operational,Domestic,DomesticFranchise,DALLAS-FT. WORTH,5/12/2022,5/4/2022,5/2/2022,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-06T02:07:04.424Z
441,2134,2024-05-06T02:07:04.424Z,2024-05-06T02:07:04.424Z,CA2134,Fran,Franchise,5/2/2022,12/31/1999,Chino,CA,California,USA,,Pacific,803,LOS ANGELES,,Active,4,West,,5/2/2022,Operational,Domestic,DomesticFranchise,LOS ANGELES,5/2/2022,5/2/2022,5/2/2022,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-06T02:07:04.424Z
284,1976,2024-05-06T02:07:04.424Z,2024-05-06T02:07:04.424Z,CA1976,Fran,Franchise,5/1/2022,12/31/1999,Santa Clarita,CA,California,USA,,Pacific,803,LOS ANGELES,,Active,4,West,,5/1/2022,Operational,Domestic,DomesticFranchise,LOS ANGELES,5/1/2022,5/1/2022,5/1/2022,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-06T02:07:04.424Z
1982,1201,2024-05-08T02:08:14.302Z,2024-05-08T02:08:14.302Z,FL1201,Fran,Franchise,3/27/2017,12/31/1999,FORT PIERCE,FL,Florida,USA,,Eastern,548,WEST PALM BEACH-FT. PIERCE,,Active,2,Southeast,,3/27/2017,Operational,Domestic,DomesticFranchise,WEST PALM BEACH-FT. PIERCE,8/28/2019,8/28/2019,9/27/2020,Original,3/27/2017,2023-06-13T20:38:55.210Z,2024-05-08T02:08:14.302Z
2093,1312,2024-05-08T02:08:14.302Z,2024-05-08T02:08:14.302Z,FL1312,Fran,Franchise,1/12/2018,12/31/1999,PORT ST. LUCIE,FL,Florida,USA,,Eastern,548,WEST PALM BEACH-FT. PIERCE,,Active,2,Southeast,,1/12/2018,Operational,Domestic,DomesticFranchise,WEST PALM BEACH-FT. PIERCE,8/28/2019,8/28/2019,9/27/2020,Original,1/12/2018,2023-06-13T20:38:55.210Z,2024-05-08T02:08:14.302Z
2245,1466,2024-05-08T02:08:14.302Z,2024-05-08T02:08:14.302Z,FL1466,Fran,Franchise,11/20/2018,12/31/1999,GREENACRES,FL,Florida,USA,,Eastern,548,WEST PALM BEACH-FT. PIERCE,,Active,2,Southeast,,11/20/2018,Operational,Domestic,DomesticFranchise,WEST PALM BEACH-FT. PIERCE,8/28/2019,8/28/2019,9/27/2020,Original,11/20/2018,2023-06-13T20:38:55.210Z,2024-05-08T02:08:14.302Z
175,1866,2024-05-08T02:08:14.302Z,2024-05-08T02:08:14.302Z,FL1866,Fran,Franchise,5/11/2021,12/31/1999,Boynton Beach,FL,Florida,USA,,Eastern,548,WEST PALM BEACH-FT. PIERCE,,Active,2,Southeast,,5/11/2021,Operational,Domestic,DomesticFranchise,WEST PALM BEACH-FT. PIERCE,5/12/2021,5/14/2021,5/11/2021,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-08T02:08:14.302Z
537509,2594,2024-05-10T02:07:06.625Z,2024-05-10T02:07:06.625Z,NY2594,Fran,Franchise,12/31/1999,12/31/1999,Brooklyn,NY,New York,USA,,Eastern,501,NEW YORK,,Future,3,North,,,Signed Lease,Domestic,DomesticFranchise,NEW YORK,,,12/31/1999,,12/31/1999,2023-11-02T02:06:53.639Z,2024-05-10T02:07:06.625Z
114581,2500,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,LA2500,Fran,Franchise,12/18/2023,12/31/1999,Metairie,LA,Louisiana,USA,,Central,622,NEW ORLEANS,,Active,2,Southeast,,12/18/2023,Operational,Domestic,DomesticFranchise,NEW ORLEANS,12/12/2023,,12/18/2023,Original,12/18/2023,2023-07-13T02:02:59.294Z,2024-05-11T02:06:58.810Z
1066,243,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,FL243,Fran,Franchise,8/29/2005,12/31/1999,PENSACOLA,FL,Florida,USA,,Central,686,MOBILE-PENSACOLA (FT WALT),,Active,2,Southeast,,8/29/2005,Operational,Domestic,DomesticFranchise,MOBILE-PENSACOLA (FT WALT),12/11/2019,12/11/2019,8/23/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
1131,309,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,ID309,Fran,Franchise,12/13/2006,12/31/1999,COEUR D ALENE,ID,Idaho,USA,,Pacific,881,SPOKANE,,Active,4,West,,12/13/2006,Operational,Domestic,DomesticFranchise,SPOKANE,10/16/2019,10/16/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
553,2246,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,AL2246,Fran,Franchise,7/13/2023,12/31/1999,Mobile,AL,Alabama,USA,,Eastern,686,MOBILE-PENSACOLA (FT WALT),,Active,2,Southeast,,7/13/2023,Operational,Domestic,DomesticFranchise,MOBILE-PENSACOLA (FT WALT),6/29/2023,,7/13/2023,Original,7/13/2023,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
176,1867,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,LA1867,Fran,Franchise,7/27/2021,12/31/1999,Denham Springs,LA,Louisiana,USA,,Central,716,BATON ROUGE,,Active,2,Southeast,,7/27/2021,Operational,Domestic,DomesticFranchise,BATON ROUGE,7/27/2021,,7/27/2021,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
229,1921,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,LA1921,Fran,Franchise,6/4/2021,12/31/1999,Slidell,LA,Louisiana,USA,,Central,622,NEW ORLEANS,,Active,2,Southeast,,6/4/2021,Operational,Domestic,DomesticFranchise,NEW ORLEANS,6/4/2021,6/4/2021,6/4/2021,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
1133,311,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,LA311,Fran,Franchise,6/22/2007,12/31/1999,THIBODAUX,LA,Louisiana,USA,,Central,622,NEW ORLEANS,,Active,2,Southeast,,6/22/2007,Operational,Domestic,DomesticFranchise,NEW ORLEANS,10/16/2019,10/16/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
1990,1209,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,AL1209,Fran,Franchise,4/19/2017,12/31/1999,MOBILE,AL,Alabama,USA,,Central,686,MOBILE-PENSACOLA (FT WALT),,Active,2,Southeast,,4/19/2017,Operational,Domestic,DomesticFranchise,MOBILE-PENSACOLA (FT WALT),12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
1176,354,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,FL354,Fran,Franchise,11/15/2007,12/31/1999,PENSACOLA,FL,Florida,USA,,Central,686,MOBILE-PENSACOLA (FT WALT),,Active,2,Southeast,,11/15/2007,Operational,Domestic,DomesticFranchise,MOBILE-PENSACOLA (FT WALT),12/11/2019,12/11/2019,8/23/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
1414,592,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,LA592,Fran,Franchise,5/9/2012,12/31/1999,LAKE CHARLES,LA,Louisiana,USA,,Central,643,LAKE CHARLES,,Active,1,Southwest,,5/9/2012,Operational,Domestic,DomesticFranchise,LAKE CHARLES,11/13/2019,11/13/2019,11/3/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
2138,1358,2024-05-11T02:06:58.810Z,2024-05-11T02:06:58.810Z,LA1358,Fran,Franchise,11/3/2017,12/31/1999,BATON ROUGE,LA,Louisiana,USA,,Central,716,BATON ROUGE,,Active,2,Southeast,,11/3/2017,Operational,Domestic,DomesticFranchise,BATON ROUGE,10/16/2019,10/16/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-11T02:06:58.810Z
546,2239,2024-05-19T02:06:59.265Z,2024-05-19T02:06:59.265Z,IL2239,Fran,Franchise,5/16/2023,12/31/1999,Prospect Heights,IL,Illinois,USA,,Central,602,CHICAGO,,Active,3,North,,5/16/2023,Operational,Domestic,DomesticFranchise,CHICAGO,5/1/2023,,5/16/2023,Original,5/16/2023,2023-06-13T20:38:55.210Z,2024-05-19T02:06:59.265Z
1196883,927,2024-05-22T02:07:18.404Z,2024-05-22T02:07:18.404Z,TX927,Corp,Corporate,5/20/2024,12/31/1999,Fort Worth,TX,Texas,USA,,Unknown,623,DALLAS-FT. WORTH,,Active,1,Southwest,,5/20/2024,Operational,Domestic,DomesticCorporate,DALLAS-FT. WORTH,5/13/2024,,5/20/2024,Original,5/20/2024,2024-04-19T02:07:14.877Z,2024-05-22T02:07:18.404Z
46,1737,2024-05-22T02:07:18.404Z,2024-05-22T02:07:18.404Z,CA1737,Fran,Franchise,7/31/2020,12/31/1999,Bellflower,CA,California,USA,,Pacific,803,LOS ANGELES,,Active,4,West,,7/31/2020,Operational,Domestic,DomesticFranchise,LOS ANGELES,7/31/2020,7/31/2020,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-22T02:07:18.404Z
1719,897,2024-05-22T02:07:18.404Z,2024-05-22T02:07:18.404Z,CA897,Fran,Franchise,12/6/2015,12/31/1999,NORWALK,CA,California,USA,,Pacific,803,LOS ANGELES,,Active,4,West,,12/6/2015,Operational,Domestic,DomesticFranchise,LOS ANGELES,11/7/2018,2/27/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-22T02:07:18.404Z
1880,1099,2024-05-22T02:07:18.404Z,2024-05-22T02:07:18.404Z,CA1099,Fran,Franchise,6/25/2016,12/31/1999,NORTH HILLS,CA,California,USA,,Pacific,803,LOS ANGELES,,Active,4,West,,6/25/2016,Operational,Domestic,DomesticFranchise,LOS ANGELES,11/7/2018,11/7/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-05-22T02:07:18.404Z
