STORE_NUMBER,OPEN_DATE,MONTH_ORDER,START_DATE,END_DATE,TRANSACTION_FINAL_COUNT,NET_SALES_FINAL_USD_AMOUNT
1003,18-03-2015,18,27-04-2019,25-07-2019,11065,182063.65000000002
1003,18-03-2015,17,26-07-2019,23-10-2019,11351,185735.54
1003,18-03-2015,16,24-10-2019,21-01-2020,10914,187790.62
1003,18-03-2015,15,22-01-2020,20-04-2020,10248,188530.2699999999
1003,18-03-2015,14,21-04-2020,19-07-2020,10391,207816.96999999994
1003,18-03-2015,13,20-07-2020,17-10-2020,11327,213272.56999999998
1003,18-03-2015,12,18-10-2020,15-01-2021,12120,237967.2500000001
1003,18-03-2015,11,16-01-2021,15-04-2021,12258,238576.7000000001
1003,18-03-2015,10,16-04-2021,14-07-2021,13065,250004.01
1003,18-03-2015,9,15-07-2021,12-10-2021,13240,255820.41999999993
1003,18-03-2015,8,13-10-2021,10-01-2022,13568,274391.1999999999
1003,18-03-2015,7,11-01-2022,10-04-2022,13088,266582.76999999996
1003,18-03-2015,6,11-04-2022,09-07-2022,14055,272675.12999999995
1003,18-03-2015,5,10-07-2022,07-10-2022,15625,308190.0000000001
1003,18-03-2015,4,08-10-2022,05-01-2023,15970,320639.2699999999
1003,18-03-2015,3,06-01-2023,05-04-2023,16437,343233.45999999996
1003,18-03-2015,2,06-04-2023,04-07-2023,16607,333308.44000000006
1003,18-03-2015,1,05-07-2023,02-10-2023,18719,377568.68
1003,18-03-2015,0,03-10-2023,31-12-2023,20450,412591.35
1008,28-02-2015,18,27-04-2019,25-07-2019,23031,129470.00000000001
1008,28-02-2015,17,26-07-2019,23-10-2019,26750,137045.2
1008,28-02-2015,16,24-10-2019,21-01-2020,24278,128874.04000000001
1008,28-02-2015,15,22-01-2020,20-04-2020,21699,130521.27
1008,28-02-2015,14,21-04-2020,19-07-2020,19744,131724.05000000002
1008,28-02-2015,13,20-07-2020,17-10-2020,19083,125197.27999999996
1008,28-02-2015,12,18-10-2020,15-01-2021,16594,114976.55000000003
1008,28-02-2015,11,16-01-2021,15-04-2021,15200,101723.21999999999
1008,28-02-2015,10,16-04-2021,14-07-2021,14309,96665.74
1008,28-02-2015,9,15-07-2021,12-10-2021,11954,85043.15999999999
1008,28-02-2015,8,13-10-2021,10-01-2022,12333,86796.86999999998
1008,28-02-2015,7,11-01-2022,10-04-2022,12055,91497.89999999997
1008,28-02-2015,6,11-04-2022,09-07-2022,10386,77914.15999999999
1008,28-02-2015,5,10-07-2022,07-10-2022,8514,62581.45000000004
1008,28-02-2015,4,08-10-2022,05-01-2023,8672,58633.069999999985
1008,28-02-2015,3,06-01-2023,05-04-2023,8716,59382.02999999997
1008,28-02-2015,2,06-04-2023,04-07-2023,8991,64082.42000000002
1008,28-02-2015,1,05-07-2023,02-10-2023,9269,63421.040000000015
1008,28-02-2015,0,03-10-2023,31-12-2023,9432,62221.36
1012,08-07-2015,18,27-04-2019,25-07-2019,12019,231330.27000000005
1012,08-07-2015,17,26-07-2019,23-10-2019,12737,248335.73999999996
1012,08-07-2015,16,24-10-2019,21-01-2020,11835,232595.82000000007
1012,08-07-2015,15,22-01-2020,20-04-2020,12572,271570.64000000013
1012,08-07-2015,14,21-04-2020,19-07-2020,12909,297928.37999999995
1012,08-07-2015,13,20-07-2020,17-10-2020,11859,269935.47000000003
1012,08-07-2015,12,18-10-2020,15-01-2021,11748,269893.86
1012,08-07-2015,11,16-01-2021,15-04-2021,13351,310633.12999999995
1012,08-07-2015,10,16-04-2021,14-07-2021,13603,318139.86999999994
1012,08-07-2015,9,15-07-2021,12-10-2021,13955,332657.93
1012,08-07-2015,8,13-10-2021,10-01-2022,13553,343817.91000000015
1012,08-07-2015,7,11-01-2022,10-04-2022,12733,333521.6200000001
1012,08-07-2015,6,11-04-2022,09-07-2022,12110,314972.54000000004
1012,08-07-2015,5,10-07-2022,07-10-2022,13758,346155.25999999995
1012,08-07-2015,4,08-10-2022,05-01-2023,13496,340958.59
1012,08-07-2015,3,06-01-2023,05-04-2023,14786,379005.04000000004
1012,08-07-2015,2,06-04-2023,04-07-2023,14645,374405.72
1012,08-07-2015,1,05-07-2023,02-10-2023,16717,412995.89000000013
1012,08-07-2015,0,03-10-2023,31-12-2023,16132,408530.6900000001
1019,26-03-2017,18,27-04-2019,25-07-2019,12356,192547.54000000004
1019,26-03-2017,17,26-07-2019,23-10-2019,13863,215601.41999999995
1019,26-03-2017,16,24-10-2019,21-01-2020,15037,252753.53000000006
1019,26-03-2017,15,22-01-2020,20-04-2020,15756,289799.58
1019,26-03-2017,14,21-04-2020,19-07-2020,17539,344650.81999999995
1019,26-03-2017,13,20-07-2020,17-10-2020,17576,322083.65999999986
1019,26-03-2017,12,18-10-2020,15-01-2021,18459,342062.4100000001
1019,26-03-2017,11,16-01-2021,15-04-2021,17061,329652.46
1019,26-03-2017,10,16-04-2021,14-07-2021,19575,368492.03999999986
1019,26-03-2017,9,15-07-2021,12-10-2021,18174,349411.4500000001
1019,26-03-2017,8,13-10-2021,10-01-2022,17186,339425.4200000001
1019,26-03-2017,7,11-01-2022,10-04-2022,16063,324837.9399999998
1019,26-03-2017,6,11-04-2022,09-07-2022,15469,301561.03000000014
1019,26-03-2017,5,10-07-2022,07-10-2022,17829,347298.22
1019,26-03-2017,4,08-10-2022,05-01-2023,15766,308316.3900000001
1019,26-03-2017,3,06-01-2023,05-04-2023,17163,354017.3099999998
1019,26-03-2017,2,06-04-2023,04-07-2023,17227,351435.65000000014
1019,26-03-2017,1,05-07-2023,02-10-2023,18123,367655.33
1019,26-03-2017,0,03-10-2023,31-12-2023,18641,374761.0999999999
1022,16-02-2016,18,27-04-2019,25-07-2019,7781,113267.72999999998
1022,16-02-2016,17,26-07-2019,23-10-2019,8275,121747.22000000002
1022,16-02-2016,16,24-10-2019,21-01-2020,8866,133104.51
1022,16-02-2016,15,22-01-2020,20-04-2020,9993,161960.97000000006
1022,16-02-2016,14,21-04-2020,19-07-2020,10531,191738.22999999995
1022,16-02-2016,13,20-07-2020,17-10-2020,10484,186785.18000000005
1022,16-02-2016,12,18-10-2020,15-01-2021,10228,183157.26999999993
1022,16-02-2016,11,16-01-2021,15-04-2021,11952,214782.96
1022,16-02-2016,10,16-04-2021,14-07-2021,11292,203364.09999999998
1022,16-02-2016,9,15-07-2021,12-10-2021,9993,177262.33000000005
1022,16-02-2016,8,13-10-2021,10-01-2022,9915,185273.2300000001
1022,16-02-2016,7,11-01-2022,10-04-2022,9891,188792.38
1022,16-02-2016,6,11-04-2022,09-07-2022,11244,215743.50999999998
1022,16-02-2016,5,10-07-2022,07-10-2022,13448,251644.03999999995
1022,16-02-2016,4,08-10-2022,05-01-2023,14115,266846.62999999995
1022,16-02-2016,3,06-01-2023,05-04-2023,15062,296294.92
1022,16-02-2016,2,06-04-2023,04-07-2023,15293,295641.83999999997
1022,16-02-2016,1,05-07-2023,02-10-2023,15904,315437.69999999995
1022,16-02-2016,0,03-10-2023,31-12-2023,17156,340838.85000000003
1023,21-08-2015,18,27-04-2019,25-07-2019,18940,358231.88
1023,21-08-2015,17,26-07-2019,23-10-2019,20156,371434.16000000003
1023,21-08-2015,16,24-10-2019,21-01-2020,19191,361891.38999999996
1023,21-08-2015,15,22-01-2020,20-04-2020,18877,383610.31999999995
1023,21-08-2015,14,21-04-2020,19-07-2020,20226,449255.4000000001
1023,21-08-2015,13,20-07-2020,17-10-2020,18911,413040.01000000007
1023,21-08-2015,12,18-10-2020,15-01-2021,19663,425772.4100000002
1023,21-08-2015,11,16-01-2021,15-04-2021,20022,441512.45999999985
1023,21-08-2015,10,16-04-2021,14-07-2021,21730,478794.77
1023,21-08-2015,9,15-07-2021,12-10-2021,21411,466682.0000000001
1023,21-08-2015,8,13-10-2021,10-01-2022,21093,463363.62999999983
1023,21-08-2015,7,11-01-2022,10-04-2022,19930,440770.86
1023,21-08-2015,6,11-04-2022,09-07-2022,19772,440500.35000000003
1023,21-08-2015,5,10-07-2022,07-10-2022,24103,508601.3999999998
1023,21-08-2015,4,08-10-2022,05-01-2023,23707,503611.8600000001
1023,21-08-2015,3,06-01-2023,05-04-2023,24506,532627.1900000001
1023,21-08-2015,2,06-04-2023,04-07-2023,24508,547063.0499999999
1023,21-08-2015,1,05-07-2023,02-10-2023,24268,523524.5200000001
1023,21-08-2015,0,03-10-2023,31-12-2023,23731,498426.06999999995
1024,04-11-2015,18,27-04-2019,25-07-2019,10513,167876.78000000003
1024,04-11-2015,17,26-07-2019,23-10-2019,10502,161585.61999999994
1024,04-11-2015,16,24-10-2019,21-01-2020,10175,151443.72000000006
1024,04-11-2015,15,22-01-2020,20-04-2020,12680,206181.2
1024,04-11-2015,14,21-04-2020,19-07-2020,14178,265383.76
1024,04-11-2015,13,20-07-2020,17-10-2020,15793,272067.55
1024,04-11-2015,12,18-10-2020,15-01-2021,13057,225908.77
1024,04-11-2015,11,16-01-2021,15-04-2021,16823,299963.68000000005
1024,04-11-2015,10,16-04-2021,14-07-2021,17685,329940.7400000001
1024,04-11-2015,9,15-07-2021,12-10-2021,18634,355148.91000000003
1024,04-11-2015,8,13-10-2021,10-01-2022,17660,340565.81999999995
1024,04-11-2015,7,11-01-2022,10-04-2022,19926,387876.14000000013
1024,04-11-2015,6,11-04-2022,09-07-2022,20065,392076.37000000005
1024,04-11-2015,5,10-07-2022,07-10-2022,18751,365838.91000000003
1024,04-11-2015,4,08-10-2022,05-01-2023,19990,385900.45000000007
1024,04-11-2015,3,06-01-2023,05-04-2023,23003,468917.72999999986
1024,04-11-2015,2,06-04-2023,04-07-2023,21141,440580.89000000013
1024,04-11-2015,1,05-07-2023,02-10-2023,23601,483715.12000000017
1024,04-11-2015,0,03-10-2023,31-12-2023,24224,496734.3799999999
1049,24-11-2015,18,27-04-2019,25-07-2019,11345,194358.93000000008
1049,24-11-2015,17,26-07-2019,23-10-2019,11522,204090.40000000005
1049,24-11-2015,16,24-10-2019,21-01-2020,11710,213604.2
1049,24-11-2015,15,22-01-2020,20-04-2020,13212,253527.11000000002
1049,24-11-2015,14,21-04-2020,19-07-2020,16153,323421.7900000001
1049,24-11-2015,13,20-07-2020,17-10-2020,14529,287870.05000000005
1049,24-11-2015,12,18-10-2020,15-01-2021,14332,295710.62
1049,24-11-2015,11,16-01-2021,15-04-2021,13774,286055.5600000001
1049,24-11-2015,10,16-04-2021,14-07-2021,14240,292831.17
1049,24-11-2015,9,15-07-2021,12-10-2021,12774,264684.37
1049,24-11-2015,8,13-10-2021,10-01-2022,11576,253996.09999999998
1049,24-11-2015,7,11-01-2022,10-04-2022,12336,275175.5299999999
1049,24-11-2015,6,11-04-2022,09-07-2022,11336,255754.7800000001
1049,24-11-2015,5,10-07-2022,07-10-2022,13757,307495.97000000003
1049,24-11-2015,4,08-10-2022,05-01-2023,12829,281588.52000000014
1049,24-11-2015,3,06-01-2023,05-04-2023,14334,333114.86
1049,24-11-2015,2,06-04-2023,04-07-2023,12686,287054.91
1049,24-11-2015,1,05-07-2023,02-10-2023,14408,326955.39
1049,24-11-2015,0,03-10-2023,31-12-2023,15537,350013.99999999994
1051,01-05-2016,18,27-04-2019,25-07-2019,27751,495375.16000000027
1051,01-05-2016,17,26-07-2019,23-10-2019,27059,479265.7200000001
1051,01-05-2016,16,24-10-2019,21-01-2020,25078,450627.89
1051,01-05-2016,15,22-01-2020,20-04-2020,25426,503904.3100000001
1051,01-05-2016,14,21-04-2020,19-07-2020,26087,558486.0000000001
1051,01-05-2016,13,20-07-2020,17-10-2020,27301,565961.2
1051,01-05-2016,12,18-10-2020,15-01-2021,26541,552430.0399999998
1051,01-05-2016,11,16-01-2021,15-04-2021,28148,597144.27
1051,01-05-2016,10,16-04-2021,14-07-2021,29770,628231.5700000001
1051,01-05-2016,9,15-07-2021,12-10-2021,30040,648106.0100000001
1051,01-05-2016,8,13-10-2021,10-01-2022,30119,679446.4099999999
1051,01-05-2016,7,11-01-2022,10-04-2022,29178,666497.78
1051,01-05-2016,6,11-04-2022,09-07-2022,31132,690896.4399999997
1051,01-05-2016,5,10-07-2022,07-10-2022,34109,750099.8700000001
1051,01-05-2016,4,08-10-2022,05-01-2023,35746,783182.86
1051,01-05-2016,3,06-01-2023,05-04-2023,37655,880295.3700000002
1051,01-05-2016,2,06-04-2023,04-07-2023,37269,869874.25
1051,01-05-2016,1,05-07-2023,02-10-2023,39266,911654.7700000003
1051,01-05-2016,0,03-10-2023,31-12-2023,42570,983620.9300000003
1053,16-08-2017,18,27-04-2019,25-07-2019,8358,125204.31999999999
1053,16-08-2017,17,26-07-2019,23-10-2019,10228,162957.95
1053,16-08-2017,16,24-10-2019,21-01-2020,10160,165200.93999999994
1053,16-08-2017,15,22-01-2020,20-04-2020,11369,202209.80000000005
1053,16-08-2017,14,21-04-2020,19-07-2020,13416,261253.22000000003
1053,16-08-2017,13,20-07-2020,17-10-2020,13628,246389.90000000005
1053,16-08-2017,12,18-10-2020,15-01-2021,9386,161121.06999999992
1053,16-08-2017,11,16-01-2021,15-04-2021,9878,171224.71999999997
1053,16-08-2017,10,16-04-2021,14-07-2021,9680,167486.05000000002
1053,16-08-2017,9,15-07-2021,12-10-2021,7737,139695.66999999995
1053,16-08-2017,8,13-10-2021,10-01-2022,8885,165078.27000000002
1053,16-08-2017,7,11-01-2022,10-04-2022,10051,193617.47000000006
1053,16-08-2017,6,11-04-2022,09-07-2022,9702,185146.81999999995
1053,16-08-2017,5,10-07-2022,07-10-2022,8300,157642.62
1053,16-08-2017,4,08-10-2022,05-01-2023,10721,217539.72999999992
1053,16-08-2017,3,06-01-2023,05-04-2023,14946,308525.0399999999
1053,16-08-2017,2,06-04-2023,04-07-2023,14407,290855.63999999996
1053,16-08-2017,1,05-07-2023,02-10-2023,14747,310404.3499999999
1053,16-08-2017,0,03-10-2023,31-12-2023,16522,338975.0499999999
1058,01-02-2016,18,27-04-2019,25-07-2019,17871,350465.68000000005
1058,01-02-2016,17,26-07-2019,23-10-2019,17844,349282.9199999999
1058,01-02-2016,16,24-10-2019,21-01-2020,18078,360778.42999999976
1058,01-02-2016,15,22-01-2020,20-04-2020,17510,372116.9499999998
1058,01-02-2016,14,21-04-2020,19-07-2020,17600,398246.6000000003
1058,01-02-2016,13,20-07-2020,17-10-2020,18050,403081.10999999987
1058,01-02-2016,12,18-10-2020,15-01-2021,17647,416837.04000000015
1058,01-02-2016,11,16-01-2021,15-04-2021,17674,412755.80000000016
1058,01-02-2016,10,16-04-2021,14-07-2021,18122,416003.46
1058,01-02-2016,9,15-07-2021,12-10-2021,19063,441868.3100000001
1058,01-02-2016,8,13-10-2021,10-01-2022,19392,458568.3
1058,01-02-2016,7,11-01-2022,10-04-2022,17986,473898.6099999998
1058,01-02-2016,6,11-04-2022,09-07-2022,18469,466961.3499999999
1058,01-02-2016,5,10-07-2022,07-10-2022,19655,489348.46
1058,01-02-2016,4,08-10-2022,05-01-2023,21240,530756.8400000001
1058,01-02-2016,3,06-01-2023,05-04-2023,21642,557238.9300000002
1058,01-02-2016,2,06-04-2023,04-07-2023,20545,529189.0599999999
1058,01-02-2016,1,05-07-2023,02-10-2023,22530,574851.98
1058,01-02-2016,0,03-10-2023,31-12-2023,24718,632681.9600000001
1061,21-12-2015,18,27-04-2019,25-07-2019,14226,222878.76999999996
1061,21-12-2015,17,26-07-2019,23-10-2019,14612,227416.75
1061,21-12-2015,16,24-10-2019,21-01-2020,14006,223391.2600000001
1061,21-12-2015,15,22-01-2020,20-04-2020,16936,289254.7800000001
1061,21-12-2015,14,21-04-2020,19-07-2020,19115,353961.32000000007
1061,21-12-2015,13,20-07-2020,17-10-2020,19272,335839.56999999995
1061,21-12-2015,12,18-10-2020,15-01-2021,15673,279647.37000000005
1061,21-12-2015,11,16-01-2021,15-04-2021,14800,279715.35000000003
1061,21-12-2015,10,16-04-2021,14-07-2021,14197,261057.72999999998
1061,21-12-2015,9,15-07-2021,12-10-2021,14177,265796.76000000007
1061,21-12-2015,8,13-10-2021,10-01-2022,16044,308698.81000000006
1061,21-12-2015,7,11-01-2022,10-04-2022,17577,362025.04999999993
1061,21-12-2015,6,11-04-2022,09-07-2022,16998,332047.02999999997
1061,21-12-2015,5,10-07-2022,07-10-2022,18904,367408.24
1061,21-12-2015,4,08-10-2022,05-01-2023,18650,349724.06999999983
1061,21-12-2015,3,06-01-2023,05-04-2023,20390,398826.42999999993
1061,21-12-2015,2,06-04-2023,04-07-2023,20127,390570.76999999984
1061,21-12-2015,1,05-07-2023,02-10-2023,20416,395888.8700000001
1061,21-12-2015,0,03-10-2023,31-12-2023,20955,401419.9500000001
1062,14-10-2015,18,27-04-2019,25-07-2019,12510,230358.75999999998
1062,14-10-2015,17,26-07-2019,23-10-2019,11773,214028.35
1062,14-10-2015,16,24-10-2019,21-01-2020,11988,228796.14999999994
1062,14-10-2015,15,22-01-2020,20-04-2020,12689,255617.31000000017
1062,14-10-2015,14,21-04-2020,19-07-2020,14879,326084.35000000003
1062,14-10-2015,13,20-07-2020,17-10-2020,15075,321300.65
1062,14-10-2015,12,18-10-2020,15-01-2021,13480,292753.58
1062,14-10-2015,11,16-01-2021,15-04-2021,14792,324389.9699999999
1062,14-10-2015,10,16-04-2021,14-07-2021,15610,336338.29000000004
1062,14-10-2015,9,15-07-2021,12-10-2021,13203,283954.1499999999
1062,14-10-2015,8,13-10-2021,10-01-2022,11570,282706.0300000002
1062,14-10-2015,7,11-01-2022,10-04-2022,10861,275309.93000000005
1062,14-10-2015,6,11-04-2022,09-07-2022,11376,277047.42
1062,14-10-2015,5,10-07-2022,07-10-2022,14415,341356.73999999993
1062,14-10-2015,4,08-10-2022,05-01-2023,14311,332081.04000000004
1062,14-10-2015,3,06-01-2023,05-04-2023,16056,375741.0300000001
1062,14-10-2015,2,06-04-2023,04-07-2023,16530,379570.52999999997
1062,14-10-2015,1,05-07-2023,02-10-2023,18544,430594.0599999998
1062,14-10-2015,0,03-10-2023,31-12-2023,19783,456833.1999999998
1064,15-06-2017,18,27-04-2019,25-07-2019,9796,149904.21999999988
1064,15-06-2017,17,26-07-2019,23-10-2019,10259,164524.83000000002
1064,15-06-2017,16,24-10-2019,21-01-2020,9790,162455.71999999997
1064,15-06-2017,15,22-01-2020,20-04-2020,11187,199061.7200000001
1064,15-06-2017,14,21-04-2020,19-07-2020,13583,267599.66000000003
1064,15-06-2017,13,20-07-2020,17-10-2020,14251,271082.9499999999
1064,15-06-2017,12,18-10-2020,15-01-2021,14070,268462.25999999995
1064,15-06-2017,11,16-01-2021,15-04-2021,15078,290751.12
1064,15-06-2017,10,16-04-2021,14-07-2021,14875,287382.08
1064,15-06-2017,9,15-07-2021,12-10-2021,14109,269001.53
1064,15-06-2017,8,13-10-2021,10-01-2022,12437,248769.3899999999
1064,15-06-2017,7,11-01-2022,10-04-2022,11422,229579.61000000004
1064,15-06-2017,6,11-04-2022,09-07-2022,12684,253871.69
1064,15-06-2017,5,10-07-2022,07-10-2022,13869,282068.50000000006
1064,15-06-2017,4,08-10-2022,05-01-2023,14610,291650.3599999999
1064,15-06-2017,3,06-01-2023,05-04-2023,16317,333910.21
1064,15-06-2017,2,06-04-2023,04-07-2023,14620,300247.36999999994
1064,15-06-2017,1,05-07-2023,02-10-2023,14847,318366.6399999999
1064,15-06-2017,0,03-10-2023,31-12-2023,15102,332192.25000000006
1065,12-10-2015,18,27-04-2019,25-07-2019,11004,211652.38999999998
1065,12-10-2015,17,26-07-2019,23-10-2019,11994,229112.12
1065,12-10-2015,16,24-10-2019,21-01-2020,11902,237118.25000000003
1065,12-10-2015,15,22-01-2020,20-04-2020,10645,215069.96000000002
1065,12-10-2015,14,21-04-2020,19-07-2020,10948,234106.03999999995
1065,12-10-2015,13,20-07-2020,17-10-2020,10648,222405.82000000004
1065,12-10-2015,12,18-10-2020,15-01-2021,9940,207417.65999999995
1065,12-10-2015,11,16-01-2021,15-04-2021,10180,211511.6
1065,12-10-2015,10,16-04-2021,14-07-2021,11173,238345.49999999997
1065,12-10-2015,9,15-07-2021,12-10-2021,8840,190743.13999999998
1065,12-10-2015,8,13-10-2021,10-01-2022,9818,226688.2
1065,12-10-2015,7,11-01-2022,10-04-2022,9116,213674.76
1065,12-10-2015,6,11-04-2022,09-07-2022,10445,235519.32999999996
1065,12-10-2015,5,10-07-2022,07-10-2022,12571,274578.64999999985
1065,12-10-2015,4,08-10-2022,05-01-2023,12396,263062.02999999985
1065,12-10-2015,3,06-01-2023,05-04-2023,12282,266010.17
1065,12-10-2015,2,06-04-2023,04-07-2023,11690,256987.63999999996
1065,12-10-2015,1,05-07-2023,02-10-2023,11574,260830.67000000004
1065,12-10-2015,0,03-10-2023,31-12-2023,12147,271363.57
1066,21-10-2015,18,27-04-2019,25-07-2019,16279,323998.4300000001
1066,21-10-2015,17,26-07-2019,23-10-2019,17444,349186.88000000006
1066,21-10-2015,16,24-10-2019,21-01-2020,17289,362578.82999999996
1066,21-10-2015,15,22-01-2020,20-04-2020,19795,434683.93000000005
1066,21-10-2015,14,21-04-2020,19-07-2020,22372,514663.73000000004
1066,21-10-2015,13,20-07-2020,17-10-2020,21312,479657.28000000014
1066,21-10-2015,12,18-10-2020,15-01-2021,19561,457170.64
1066,21-10-2015,11,16-01-2021,15-04-2021,18413,435550.06000000006
1066,21-10-2015,10,16-04-2021,14-07-2021,21336,499082.69000000006
1066,21-10-2015,9,15-07-2021,12-10-2021,21009,489606.39
1066,21-10-2015,8,13-10-2021,10-01-2022,20810,506768.5899999999
1066,21-10-2015,7,11-01-2022,10-04-2022,19823,479147.1300000002
1066,21-10-2015,6,11-04-2022,09-07-2022,19972,470306.2200000001
1066,21-10-2015,5,10-07-2022,07-10-2022,23175,553873.7000000003
1066,21-10-2015,4,08-10-2022,05-01-2023,22468,544203.03
1066,21-10-2015,3,06-01-2023,05-04-2023,24462,605557.56
1066,21-10-2015,2,06-04-2023,04-07-2023,23480,572784.4700000001
1066,21-10-2015,1,05-07-2023,02-10-2023,24552,592472.6200000002
1066,21-10-2015,0,03-10-2023,31-12-2023,24521,596163.2699999997
1076,31-03-2016,18,27-04-2019,25-07-2019,17925,319544.98
1076,31-03-2016,17,26-07-2019,23-10-2019,18225,322234.48999999993
1076,31-03-2016,16,24-10-2019,21-01-2020,17990,325520.77999999997
1076,31-03-2016,15,22-01-2020,20-04-2020,18572,366516.5099999999
1076,31-03-2016,14,21-04-2020,19-07-2020,17959,379096.81000000006
1076,31-03-2016,13,20-07-2020,17-10-2020,18988,377742.05000000016
1076,31-03-2016,12,18-10-2020,15-01-2021,20087,418784.96
1076,31-03-2016,11,16-01-2021,15-04-2021,21055,445269.0899999998
1076,31-03-2016,10,16-04-2021,14-07-2021,21635,446769.0199999999
1076,31-03-2016,9,15-07-2021,12-10-2021,19484,406689.72000000003
1076,31-03-2016,8,13-10-2021,10-01-2022,18890,416123.48
1076,31-03-2016,7,11-01-2022,10-04-2022,17422,402623.35000000015
1076,31-03-2016,6,11-04-2022,09-07-2022,18497,407069.81000000006
1076,31-03-2016,5,10-07-2022,07-10-2022,20588,445814.11999999994
1076,31-03-2016,4,08-10-2022,05-01-2023,21345,464919.87999999995
1076,31-03-2016,3,06-01-2023,05-04-2023,22363,497958.6500000002
1076,31-03-2016,2,06-04-2023,04-07-2023,22429,494726.62
1076,31-03-2016,1,05-07-2023,02-10-2023,24587,536714.5600000002
1076,31-03-2016,0,03-10-2023,31-12-2023,25380,565035.5900000001
1077,11-01-2017,18,27-04-2019,25-07-2019,19460,338826.0599999999
1077,11-01-2017,17,26-07-2019,23-10-2019,19530,341404.6699999999
1077,11-01-2017,16,24-10-2019,21-01-2020,20170,355232.1500000001
1077,11-01-2017,15,22-01-2020,20-04-2020,19299,371265.10000000003
1077,11-01-2017,14,21-04-2020,19-07-2020,20942,449650.80999999994
1077,11-01-2017,13,20-07-2020,17-10-2020,22639,481391.53999999986
1077,11-01-2017,12,18-10-2020,15-01-2021,20643,438201.79000000004
1077,11-01-2017,11,16-01-2021,15-04-2021,22848,497221.39000000025
1077,11-01-2017,10,16-04-2021,14-07-2021,22936,495532.95000000024
1077,11-01-2017,9,15-07-2021,12-10-2021,22258,485153.29999999993
1077,11-01-2017,8,13-10-2021,10-01-2022,22634,495350.74
1077,11-01-2017,7,11-01-2022,10-04-2022,22020,477400.1399999998
1077,11-01-2017,6,11-04-2022,09-07-2022,21927,462510.3100000002
1077,11-01-2017,5,10-07-2022,07-10-2022,25000,530268.1099999999
1077,11-01-2017,4,08-10-2022,05-01-2023,26094,576717.5100000001
1077,11-01-2017,3,06-01-2023,05-04-2023,26612,623859.7
1077,11-01-2017,2,06-04-2023,04-07-2023,24983,598756.7899999999
1077,11-01-2017,1,05-07-2023,02-10-2023,28203,668620.73
1077,11-01-2017,0,03-10-2023,31-12-2023,29303,688476.06
1078,11-03-2016,18,27-04-2019,25-07-2019,14059,230143.4700000001
1078,11-03-2016,17,26-07-2019,23-10-2019,16981,272771.82000000007
1078,11-03-2016,16,24-10-2019,21-01-2020,15243,251895.09999999992
1078,11-03-2016,15,22-01-2020,20-04-2020,14179,255743.17
1078,11-03-2016,14,21-04-2020,19-07-2020,11763,233519.0899999999
1078,11-03-2016,13,20-07-2020,17-10-2020,13160,259956.67999999993
1078,11-03-2016,12,18-10-2020,15-01-2021,12049,237718.80000000002
1078,11-03-2016,11,16-01-2021,15-04-2021,12203,250989.18000000005
1078,11-03-2016,10,16-04-2021,14-07-2021,11864,240112.45
1078,11-03-2016,9,15-07-2021,12-10-2021,12395,255598.00999999998
1078,11-03-2016,8,13-10-2021,10-01-2022,11885,258463.15999999997
1078,11-03-2016,7,11-01-2022,10-04-2022,12398,272247.68000000005
1078,11-03-2016,6,11-04-2022,09-07-2022,12239,262410.02999999997
1078,11-03-2016,5,10-07-2022,07-10-2022,15085,321219.94
1078,11-03-2016,4,08-10-2022,05-01-2023,15900,334806.0400000001
1078,11-03-2016,3,06-01-2023,05-04-2023,17083,379817.45000000007
1078,11-03-2016,2,06-04-2023,04-07-2023,15359,339524.3799999999
1078,11-03-2016,1,05-07-2023,02-10-2023,16365,363930.3300000001
1078,11-03-2016,0,03-10-2023,31-12-2023,17488,387504.31999999995
1081,17-01-2016,18,27-04-2019,25-07-2019,17725,314199.5399999999
1081,17-01-2016,17,26-07-2019,23-10-2019,19005,336474.85
1081,17-01-2016,16,24-10-2019,21-01-2020,18584,331568.47000000003
1081,17-01-2016,15,22-01-2020,20-04-2020,19359,382049.70999999996
1081,17-01-2016,14,21-04-2020,19-07-2020,18179,399051.3400000001
1081,17-01-2016,13,20-07-2020,17-10-2020,19016,414347.26999999984
1081,17-01-2016,12,18-10-2020,15-01-2021,18597,413991.5699999999
1081,17-01-2016,11,16-01-2021,15-04-2021,18969,434956.72
1081,17-01-2016,10,16-04-2021,14-07-2021,18259,427502.09000000014
1081,17-01-2016,9,15-07-2021,12-10-2021,17556,414625.47
1081,17-01-2016,8,13-10-2021,10-01-2022,16050,405286.0000000001
1081,17-01-2016,7,11-01-2022,10-04-2022,15907,401470.35000000003
1081,17-01-2016,6,11-04-2022,09-07-2022,15879,381183.1499999999
1081,17-01-2016,5,10-07-2022,07-10-2022,17257,410963.90999999986
1081,17-01-2016,4,08-10-2022,05-01-2023,17814,433367.49999999994
1081,17-01-2016,3,06-01-2023,05-04-2023,20060,496413.8100000001
1081,17-01-2016,2,06-04-2023,04-07-2023,18907,471297.8900000001
1081,17-01-2016,1,05-07-2023,02-10-2023,21057,512235.5699999999
1081,17-01-2016,0,03-10-2023,31-12-2023,23088,560426.99
1107,10-10-2015,18,27-04-2019,25-07-2019,11087,214959.4
1107,10-10-2015,17,26-07-2019,23-10-2019,11197,218564.4999999999
1107,10-10-2015,16,24-10-2019,21-01-2020,13292,269169.87000000005
