STORE_NUMBER,STORE_NAME,STORE_TYPE_NAME,OPEN_DATE,CITY_NAME,STATE_NAME,TIME_ZONE_NAME,DMA_ID,DMA_NAME,STORE_STATUS,REGION_ID,REGION_NAME,STORE_LIVE_DATE,STORE_FUNCTIONAL_STATUS,AREA_REGION,DISPATCH_GO_LIVE_DATE,DOOR_DASH_GO_LIVE_DATE,DOOR_DASH_MARKUP_GO_LIVE_DATE,STORE_CONCEPT_NAME,UBER_EATS_MARKUP_DATE
1333,TX1333,Franchise,31-03-2018,EL PASO,Texas,Mountain,765.0,EL PASO (LAS CRUCES),Active,1.0,Southwest,31-03-2018,Operational,EL PASO (LAS CRUCES),13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
1334,NJ1334,Franchise,29-12-2017,BERGENFIELD,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,29-12-2017,Operational,NEW YORK,28-08-2019,30-09-2018,27-09-2020,Original,05-05-2021
1337,UT1337,Franchise,13-09-2017,LAYTON,Utah,Mountain,770.0,SALT LAKE CITY,Active,4.0,West,13-09-2017,Operational,SALT LAKE CITY,28-08-2019,28-08-2019,27-09-2020,Original,20-07-2022
1343,GA1343,Franchise,29-09-2017,TUCKER,Georgia,Eastern,524.0,ATLANTA,Active,2.0,Southeast,29-09-2017,Operational,ATLANTA,05-06-2019,05-06-2019,27-09-2020,Original,06-07-2022
1346,CA1346,Franchise,20-11-2017,APPLE VALLEY,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,20-11-2017,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,20-11-2017
1353,IL1353,Franchise,29-09-2017,CHICAGO,Illinois,Central,602.0,CHICAGO,Active,3.0,North,29-09-2017,Operational,CHICAGO,02-11-2017,02-11-2017,27-09-2020,Original,28-04-2021
1357,CA1357,Franchise,04-12-2017,LANCASTER,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,04-12-2017,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,04-12-2017
1364,OH1364,Franchise,28-08-2017,BROOKLYN,Ohio,Eastern,510.0,CLEVELAND-AKRON (CANTON),Active,3.0,North,28-08-2017,Operational,CLEVELAND-AKRON (CANTON),26-06-2019,26-06-2019,27-09-2020,Original,20-07-2022
1365,IL1365,Franchise,19-09-2017,CHICAGO,Illinois,Central,602.0,CHICAGO,Active,3.0,North,19-09-2017,Operational,CHICAGO,02-11-2017,02-11-2017,27-09-2020,Original,28-04-2021
1373,FL1373,Franchise,12-07-2018,NORTH MIAMI,Florida,Eastern,528.0,MIAMI-FT. LAUDERDALE,Active,2.0,Southeast,12-07-2018,Operational,MIAMI-FT. LAUDERDALE,20-03-2019,20-03-2019,27-09-2020,Original,20-07-2022
1381,CA1381,Franchise,14-12-2017,SAN DIEGO,California,Pacific,825.0,SAN DIEGO,Active,4.0,West,14-12-2017,Operational,SAN DIEGO,20-03-2019,20-03-2019,27-09-2020,Original,20-07-2022
1382,SC1382,Franchise,05-12-2017,TAYLORS,South Carolina,Eastern,567.0,GREENVLL-SPART-ASHEVLL-AND,Active,2.0,Southeast,05-12-2017,Operational,GREENVLL-SPART-ASHEVLL-AND,18-09-2019,18-09-2019,27-09-2020,Original,20-07-2022
1389,IA1389,Franchise,21-03-2018,AMES,Iowa,Central,679.0,DES MOINES-AMES,Active,3.0,North,21-03-2018,Operational,DES MOINES-AMES,13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
1390,OH1390,Franchise,21-12-2017,MAUMEE,Ohio,Eastern,547.0,TOLEDO,Active,3.0,North,21-12-2017,Operational,TOLEDO,23-05-2019,23-05-2019,27-09-2020,Original,21-12-2017
1413,NC1413,Franchise,26-02-2018,WILMINGTON,North Carolina,Eastern,550.0,WILMINGTON,Active,2.0,Southeast,26-02-2018,Operational,WILMINGTON,28-08-2019,28-08-2019,27-09-2020,Original,26-02-2018
1415,CA1415,Franchise,07-10-2018,LOS ANGELES,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,07-10-2018,Operational,LOS ANGELES,07-11-2018,07-11-2018,27-09-2020,Original,20-07-2022
1416,CA1416,Franchise,24-05-2018,RANCHO CUCAMONGA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,24-05-2018,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,20-07-2022
1427,IN1427,Franchise,19-03-2018,EVANSVILLE,Indiana,Central,649.0,EVANSVILLE,Active,3.0,North,19-03-2018,Operational,EVANSVILLE,16-10-2019,16-10-2019,27-09-2020,Original,03-12-2021
1436,CA1436,Franchise,27-06-2018,OCEANSIDE,California,Pacific,825.0,SAN DIEGO,Active,4.0,West,27-06-2018,Operational,SAN DIEGO,20-03-2019,20-03-2019,27-09-2020,Original,20-07-2022
1437,MD1437,Franchise,26-06-2019,BALTIMORE,Maryland,Eastern,512.0,BALTIMORE,Active,2.0,Southeast,26-06-2019,Operational,Baltimore,28-08-2019,28-08-2019,27-09-2020,Original,20-07-2022
1443,AK1443,Franchise,09-05-2018,WASILLA,Alaska,AKST|America/Anchorage|UTC-8,743.0,ANCHORAGE,Active,4.0,West,09-05-2018,Operational,ANCHORAGE,18-09-2019,18-09-2019,27-09-2020,Original,20-07-2022
1444,IL1444,Franchise,12-09-2018,CHICAGO,Illinois,Central,602.0,CHICAGO,Active,3.0,North,12-09-2018,Operational,CHICAGO,19-09-2018,19-09-2018,27-09-2020,Original,12-05-2021
1450,NY1450,Franchise,28-12-2018,NORTH BABYLON,New York,Eastern,501.0,NEW YORK,Active,3.0,North,28-12-2018,Operational,NEW YORK,28-08-2019,05-04-2019,27-09-2020,Original,21-04-2021
1460,IN1460,Franchise,24-08-2018,HOBART,Indiana,Central,602.0,CHICAGO,Active,3.0,North,24-08-2018,Operational,CHICAGO,08-11-2018,07-11-2018,27-09-2020,Original,26-05-2021
1466,FL1466,Franchise,20-11-2018,GREENACRES,Florida,Eastern,548.0,WEST PALM BEACH-FT. PIERCE,Active,2.0,Southeast,20-11-2018,Operational,WEST PALM BEACH-FT. PIERCE,28-08-2019,28-08-2019,27-09-2020,Original,20-11-2018
1468,TX1468,Franchise,24-09-2018,GRAND PRAIRIE,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,24-09-2018,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,27-09-2020,Original,20-07-2022
1476,FL1476,Franchise,27-10-2018,JACKSONVILLE,Florida,Eastern,561.0,JACKSONVILLE,Active,2.0,Southeast,27-10-2018,Operational,JACKSONVILLE,05-06-2019,05-06-2019,27-09-2020,Original,20-07-2022
1484,CA1484,Franchise,31-12-2018,LONG BEACH,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,31-12-2018,Operational,LOS ANGELES,09-01-2019,09-01-2019,27-09-2020,Original,20-07-2022
1491,NY1491,Franchise,18-02-2021,BRONX,New York,Eastern,501.0,NEW YORK,Active,3.0,North,18-02-2021,Operational,NEW YORK,18-02-2021,18-02-2021,18-02-2021,Original,27-08-2021
1499,NC1499,Franchise,17-12-2018,CHARLOTTE,North Carolina,Eastern,517.0,CHARLOTTE,Active,2.0,Southeast,17-12-2018,Operational,CHARLOTTE,28-08-2019,28-08-2019,27-09-2020,Original,20-07-2022
1500,NY1500,Franchise,26-09-2018,UTICA,New York,Eastern,526.0,UTICA,Active,3.0,North,26-09-2018,Operational,Utica,07-08-2019,07-08-2019,27-09-2020,Original,21-04-2021
1507,FL1507,Franchise,07-03-2019,WINTER PARK,Florida,Eastern,534.0,ORLANDO-DAYTONA BCH-MELBRN,Active,2.0,Southeast,07-03-2019,Operational,ORLANDO-DAYTONA BCH-MELBRN,05-06-2019,05-06-2019,27-09-2020,Original,07-03-2019
1510,TX1510,Franchise,29-04-2019,HOUSTON,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,29-04-2019,Operational,HOUSTON,16-10-2019,16-10-2019,27-09-2020,Original,06-07-2022
1513,NH1513,Franchise,12-12-2018,MANCHESTER,New Hampshire,Eastern,506.0,BOSTON (MANCHESTER),Active,3.0,North,12-12-2018,Operational,BOSTON (MANCHESTER),18-09-2019,07-08-2019,27-09-2020,Original,20-07-2022
1520,TX1520,Franchise,06-12-2018,DONNA,Texas,Central,636.0,HARLINGEN-WSLCO-BRNSVL-MCA,Active,1.0,Southwest,06-12-2018,Operational,HARLINGEN-WSLCO-BRNSVL-MCA,16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
1525,NY1525,Franchise,10-01-2020,CENTEREACH,New York,Eastern,501.0,NEW YORK,Active,3.0,North,10-01-2020,Operational,NEW YORK,12-02-2020,12-02-2020,27-09-2020,Original,05-05-2021
1538,NC1538,Franchise,24-04-2019,WINSTON-SALEM,North Carolina,Eastern,518.0,GREENSBORO-H.POINT-W.SALEM,Active,2.0,Southeast,24-04-2019,Operational,GREENSBORO-H.POINT-W.SALEM,11-12-2019,11-12-2019,27-09-2020,Original,06-07-2022
1542,NC1542,Franchise,25-06-2020,GARNER,North Carolina,Eastern,560.0,RALEIGH-DURHAM (FAYETVLLE),Active,2.0,Southeast,25-06-2020,Operational,RALEIGH-DURHAM (FAYETVLLE),25-06-2020,12-08-2020,27-09-2020,Original,25-06-2020
1544,MI1544,Franchise,06-05-2019,TAYLOR,Michigan,Eastern,505.0,DETROIT,Active,3.0,North,06-05-2019,Operational,DETROIT,23-05-2019,23-05-2019,27-09-2020,Original,20-07-2022
1547,OR1547,Franchise,11-03-2020,BEAVERTON,Oregon,Pacific,820.0,"PORTLAND, OR",Active,4.0,West,11-03-2020,Operational,"PORTLAND, OR",24-03-2020,25-03-2020,27-09-2020,Original,20-07-2022
1548,FL1548,Franchise,05-06-2019,ST PETERSBURG,Florida,Eastern,539.0,TAMPA-ST. PETE (SARASOTA),Active,2.0,Southeast,05-06-2019,Operational,TAMPA-ST. PETE (SARASOTA),16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
1550,MI1550,Franchise,08-02-2019,ROYAL OAK,Michigan,Eastern,505.0,DETROIT,Active,3.0,North,08-02-2019,Operational,DETROIT,08-05-2019,08-05-2019,27-09-2020,Original,20-07-2022
1551,NY1551,Franchise,17-04-2019,FREEPORT,New York,Eastern,501.0,NEW YORK,Active,3.0,North,17-04-2019,Operational,NEW YORK,28-08-2019,28-08-2019,27-09-2020,Original,21-04-2021
1556,TX1556,Franchise,04-03-2019,CYPRESS,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,04-03-2019,Operational,HOUSTON,14-03-2019,20-03-2019,27-09-2020,Original,20-07-2022
1566,CA1566,Franchise,19-07-2019,SANTA ANA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,19-07-2019,Operational,LOS ANGELES,28-08-2019,29-08-2019,27-09-2020,Original,20-07-2022
1567,CA1567,Franchise,06-03-2019,REDLANDS,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,06-03-2019,Operational,LOS ANGELES,14-03-2019,20-03-2019,27-09-2020,Original,06-03-2019
1571,NY1571,Franchise,28-09-2019,BRONX,New York,Eastern,501.0,NEW YORK,Active,3.0,North,28-09-2019,Operational,NEW YORK,13-11-2019,13-11-2019,27-09-2020,Original,12-05-2021
1576,CA1576,Franchise,22-06-2020,HEMET,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,22-06-2020,Operational,LOS ANGELES,23-06-2020,23-06-2020,27-09-2020,Original,20-07-2022
1580,OH1580,Franchise,22-06-2019,MAYFIELD HEIGHTS,Ohio,Eastern,510.0,CLEVELAND-AKRON (CANTON),Active,3.0,North,22-06-2019,Operational,CLEVELAND-AKRON (CANTON),28-08-2019,28-08-2019,27-09-2020,Original,20-07-2022
1589,FL1589,Franchise,17-07-2019,BRANDON,Florida,Eastern,539.0,TAMPA-ST. PETE (SARASOTA),Active,2.0,Southeast,17-07-2019,Operational,TAMPA-ST. PETE (SARASOTA),16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
1592,NY1592,Franchise,05-08-2022,LINDENHURST,New York,Eastern,501.0,NEW YORK,Active,3.0,North,05-08-2022,Operational,NEW YORK,05-08-2022,05-08-2022,05-08-2022,Original,18-08-2022
1596,FL1596,Franchise,15-05-2019,CLEARWATER,Florida,Eastern,539.0,TAMPA-ST. PETE (SARASOTA),Active,2.0,Southeast,15-05-2019,Operational,TAMPA-ST. PETE (SARASOTA),16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
1598,NJ1598,Franchise,19-12-2019,NEWARK,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,19-12-2019,Operational,NEW YORK,21-01-2020,22-01-2020,27-09-2020,Original,12-05-2021
1599,IA1599,Franchise,26-07-2019,BURLINGTON,Iowa,Central,682.0,DAVENPORT-R.ISLAND-MOLINE,Active,3.0,North,26-07-2019,Operational,DAVENPORT-R.ISLAND-MOLINE,16-10-2019,16-10-2019,27-09-2020,Original,26-07-2019
1617,NY1617,Franchise,01-09-2020,SHIRLEY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,01-09-2020,Operational,NEW YORK,01-09-2020,01-09-2020,27-09-2020,Original,12-05-2021
1620,AZ1620,Franchise,28-12-2019,MESA,Arizona,Pacific,753.0,PHOENIX (PRESCOTT),Active,1.0,Southwest,28-12-2019,Operational,PHOENIX (PRESCOTT),22-01-2020,22-01-2020,27-09-2020,Original,20-07-2022
1626,PA1626,Franchise,15-09-2019,PHILADELPHIA,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,15-09-2019,Operational,PHILADELPHIA,16-10-2019,16-10-2019,27-09-2020,Original,12-05-2021
1630,FL1630,Franchise,26-06-2020,WEST PALM BEACH,Florida,Eastern,548.0,WEST PALM BEACH-FT. PIERCE,Active,2.0,Southeast,26-06-2020,Operational,WEST PALM BEACH-FT. PIERCE,26-06-2020,26-06-2020,27-09-2020,Original,20-07-2022
1637,CA1637,Franchise,23-09-2019,RIDGECREST,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,23-09-2019,Operational,LOS ANGELES,13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
1641,PA1641,Franchise,12-09-2019,UPPER DARBY,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,12-09-2019,Operational,PHILADELPHIA,16-10-2019,16-10-2019,27-09-2020,Original,05-05-2021
1650,AZ1650,Franchise,10-02-2020,PHOENIX,Arizona,Pacific,753.0,PHOENIX (PRESCOTT),Active,1.0,Southwest,10-02-2020,Operational,PHOENIX (PRESCOTT),11-03-2020,11-03-2020,27-09-2020,Original,20-07-2022
1660,NY1660,Franchise,21-01-2020,JAMAICA,New York,Eastern,501.0,NEW YORK,Active,3.0,North,21-01-2020,Operational,NEW YORK,12-02-2020,12-02-2020,27-09-2020,Original,19-05-2021
1664,TX1664,Franchise,03-02-2020,AUSTIN,Texas,Central,635.0,AUSTIN,Active,1.0,Southwest,03-02-2020,Operational,AUSTIN,11-03-2020,11-03-2020,27-09-2020,Original,20-07-2022
1665,GA1665,Franchise,28-09-2019,CONYERS,Georgia,Eastern,524.0,ATLANTA,Active,2.0,Southeast,28-09-2019,Operational,ATLANTA,16-10-2019,16-10-2019,27-09-2020,Original,06-07-2022
1668,CA1668,Franchise,05-09-2019,LOMPOC,California,Pacific,855.0,SANTABARBRA-SANMAR-SANLUOB,Active,4.0,West,05-09-2019,Operational,SANTABARBRA-SANMAR-SANLUOB,16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
1688,TX1688,Franchise,07-03-2020,PEARLAND,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,07-03-2020,Operational,HOUSTON,28-03-2020,29-03-2020,27-09-2020,Original,06-07-2022
1700,CA1700,Franchise,24-04-2020,HUNTINGTON BEACH,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,24-04-2020,Operational,LOS ANGELES,24-04-2020,24-04-2020,27-09-2020,Original,20-07-2022
1712,OH1712,Franchise,30-04-2020,Springdale,Ohio,Eastern,515.0,CINCINNATI,Active,3.0,North,30-04-2020,Operational,CINCINNATI,30-04-2020,30-04-2020,27-09-2020,Original,20-07-2022
1717,TX1717,Franchise,08-07-2020,COLLEGE STATION,Texas,Central,625.0,WACO-TEMPLE-BRYAN,Active,1.0,Southwest,08-07-2020,Operational,WACO-TEMPLE-BRYAN,15-07-2020,15-07-2020,27-09-2020,Original,20-07-2022
1729,TX1729,Franchise,22-05-2020,DALLAS,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,22-05-2020,Operational,DALLAS-FT. WORTH,22-05-2020,22-05-2020,27-09-2020,Original,20-07-2022
1749,TX1749,Franchise,29-06-2020,Conroe,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,29-06-2020,Operational,HOUSTON,29-06-2020,29-06-2020,27-09-2020,Original,20-07-2022
1752,CA1752,Franchise,20-11-2020,Los Angeles,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,20-11-2020,Operational,LOS ANGELES,20-11-2020,20-11-2020,20-11-2020,Original,20-07-2022
1762,TX1762,Franchise,11-11-2020,Andrews,Texas,Central,633.0,ODESSA-MIDLAND,Active,1.0,Southwest,11-11-2020,Operational,ODESSA-MIDLAND,11-11-2020,11-11-2020,11-11-2020,Original,11-11-2020
1780,GA1780,Franchise,15-10-2020,McDonough,Georgia,Eastern,524.0,ATLANTA,Active,2.0,Southeast,15-10-2020,Operational,ATLANTA,15-10-2020,16-10-2020,16-10-2020,Original,06-07-2022
1795,MO1795,Franchise,12-10-2020,RAYTOWN,Missouri,Central,616.0,KANSAS CITY,Active,1.0,Southwest,12-10-2020,Operational,KANSAS CITY,12-10-2020,13-10-2020,13-10-2020,Original,20-07-2022
1797,MO1797,Franchise,03-03-2021,Kansas City,Missouri,Central,616.0,KANSAS CITY,Active,1.0,Southwest,03-03-2021,Operational,KANSAS CITY,03-03-2021,03-03-2021,03-03-2021,Original,20-07-2022
1800,WA1800,Franchise,26-03-2021,Poulsbo,Washington,Pacific,819.0,SEATTLE-TACOMA,Active,4.0,West,26-03-2021,Operational,SEATTLE-TACOMA,25-03-2021,25-03-2021,25-03-2021,Original,20-07-2022
1805,FL1805,Franchise,23-11-2020,Jacksonville,Florida,Eastern,561.0,JACKSONVILLE,Active,2.0,Southeast,23-11-2020,Operational,JACKSONVILLE,23-11-2020,23-11-2020,23-11-2020,Original,20-07-2022
1806,CA1806,Franchise,19-04-2021,Thousand Oaks,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,19-04-2021,Operational,LOS ANGELES,19-04-2021,19-04-2021,19-04-2021,Original,19-04-2021
1807,UT1807,Franchise,23-11-2020,Sandy,Utah,Mountain,770.0,SALT LAKE CITY,Active,4.0,West,23-11-2020,Operational,SALT LAKE CITY,23-11-2020,23-11-2020,23-11-2020,Original,20-07-2022
1865,NC1865,Franchise,31-03-2021,Charlotte,North Carolina,Eastern,517.0,CHARLOTTE,Active,2.0,Southeast,31-03-2021,Operational,CHARLOTTE,31-03-2021,,31-03-2021,Original,20-07-2022
1869,UT1869,Franchise,14-12-2020,Ogden,Utah,Mountain,770.0,SALT LAKE CITY,Active,4.0,West,14-12-2020,Operational,SALT LAKE CITY,14-12-2020,16-12-2020,16-12-2020,Original,20-07-2022
1870,CA1870,Franchise,08-06-2021,Mountain View,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,08-06-2021,Operational,SAN FRANCISCO-OAK-SAN JOSE,09-06-2021,10-06-2021,08-06-2021,Original,20-07-2022
1871,MI1871,Franchise,30-03-2021,Ann Arbor,Michigan,Eastern,505.0,DETROIT,Active,3.0,North,30-03-2021,Operational,DETROIT,31-03-2021,,30-03-2021,Original,20-07-2022
1875,CA1875,Franchise,17-08-2021,Antioch,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,17-08-2021,Operational,SAN FRANCISCO-OAK-SAN JOSE,17-08-2021,,17-08-2021,Original,20-07-2022
1878,IL1878,Franchise,25-08-2021,Romeoville,Illinois,Central,602.0,CHICAGO,Active,3.0,North,25-08-2021,Operational,CHICAGO,25-08-2021,25-08-2021,25-08-2021,Original,20-07-2022
1880,FL1880,Franchise,11-10-2021,Apopka,Florida,Eastern,534.0,ORLANDO-DAYTONA BCH-MELBRN,Active,2.0,Southeast,11-10-2021,Operational,ORLANDO-DAYTONA BCH-MELBRN,11-10-2021,12-10-2021,11-10-2021,Original,20-07-2022
1884,TX1884,Franchise,22-03-2021,Angleton,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,22-03-2021,Operational,HOUSTON,22-03-2021,22-03-2021,22-03-2021,Original,20-07-2022
1902,UT1902,Franchise,08-02-2021,MIDVALE,Utah,Mountain,770.0,SALT LAKE CITY,Active,4.0,West,08-02-2021,Operational,SALT LAKE CITY,08-02-2021,,08-02-2021,Original,20-07-2022
1909,FL1909,Franchise,14-06-2021,Kissimmee,Florida,Eastern,534.0,ORLANDO-DAYTONA BCH-MELBRN,Active,2.0,Southeast,14-06-2021,Operational,ORLANDO-DAYTONA BCH-MELBRN,14-06-2021,14-06-2021,14-06-2021,Original,20-07-2022
1912,IL1912,Franchise,10-08-2021,Kankakee,Illinois,Eastern,602.0,CHICAGO,Active,3.0,North,10-08-2021,Operational,CHICAGO,10-08-2021,,10-08-2021,Original,20-07-2022
1913,CA1913,Franchise,24-06-2021,Palmdale,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,24-06-2021,Operational,LOS ANGELES,24-06-2021,24-06-2021,24-06-2021,Original,20-07-2022
1936,AL1936,Franchise,14-07-2021,Birmingham,Alabama,Central,630.0,BIRMINGHAM (ANN AND TUSC),Active,2.0,Southeast,14-07-2021,Operational,BIRMINGHAM (ANN AND TUSC),14-07-2021,14-07-2021,14-07-2021,Original,20-07-2022
1937,IL1937,Franchise,23-08-2021,Schiller Park,Illinois,Central,602.0,CHICAGO,Active,3.0,North,23-08-2021,Operational,CHICAGO,23-08-2021,25-08-2021,23-08-2021,Original,20-07-2022
1941,CA1941,Franchise,25-06-2021,Pacifica,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,25-06-2021,Operational,SAN FRANCISCO-OAK-SAN JOSE,25-06-2021,25-06-2021,25-06-2021,Original,20-07-2022
1942,CA1942,Franchise,20-04-2021,Moreno Valley,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,20-04-2021,Operational,LOS ANGELES,20-04-2021,21-04-2021,20-04-2021,Original,20-04-2021
1960,MI1960,Franchise,26-05-2021,Macomb,Michigan,Eastern,505.0,DETROIT,Active,3.0,North,26-05-2021,Operational,DETROIT,26-05-2021,26-05-2021,26-05-2021,Original,26-05-2021
1967,NJ1967,Franchise,22-12-2021,Linden,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,22-12-2021,Operational,NEW YORK,22-12-2021,22-12-2021,22-12-2021,Original,22-12-2021
1974,LA1974,Franchise,17-01-2022,Alexandria,Louisiana,Central,644.0,"ALEXANDRIA, LA",Active,2.0,Southeast,17-01-2022,Operational,"ALEXANDRIA, LA",19-01-2022,17-01-2022,17-01-2022,Original,20-07-2022
1975,CA1975,Franchise,21-12-2021,Palmdale,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,21-12-2021,Operational,LOS ANGELES,21-12-2021,21-12-2021,21-12-2021,Original,20-07-2022
1987,AZ1987,Franchise,04-10-2021,Scottsdale,Arizona,Pacific,753.0,PHOENIX (PRESCOTT),Active,1.0,Southwest,04-10-2021,Operational,PHOENIX (PRESCOTT),04-10-2021,,04-10-2021,Original,20-07-2022
1993,PA1993,Franchise,02-05-2022,Conshohocken,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,02-05-2022,Operational,PHILADELPHIA,02-05-2022,02-05-2022,02-05-2022,Original,06-07-2022
2005,IL2005,Franchise,13-09-2021,Oak Park,Illinois,Central,602.0,CHICAGO,Active,3.0,North,13-09-2021,Operational,CHICAGO,13-09-2021,,13-09-2021,Original,20-07-2022
2007,NJ2007,Franchise,14-02-2023,Morristown,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,14-02-2023,Operational,NEW YORK,14-02-2023,14-02-2023,14-02-2023,Original,14-02-2023
2012,CA2012,Franchise,29-10-2021,Goleta,California,Pacific,855.0,SANTABARBRA-SANMAR-SANLUOB,Active,4.0,West,29-10-2021,Operational,SANTABARBRA-SANMAR-SANLUOB,29-10-2021,29-10-2021,29-10-2021,Original,20-07-2022
2014,NJ2014,Franchise,24-09-2021,Cliffwood,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,24-09-2021,Operational,NEW YORK,24-09-2021,24-09-2021,24-09-2021,Original,20-07-2022
2022,UT2022,Franchise,25-10-2021,Salt Lake City,Utah,Mountain,770.0,SALT LAKE CITY,Active,4.0,West,25-10-2021,Operational,SALT LAKE CITY,25-10-2021,26-10-2021,25-10-2021,Original,20-07-2022
2029,CA2029,Franchise,28-12-2021,Palm Desert,California,Pacific,804.0,PALM SPRINGS,Active,4.0,West,28-12-2021,Operational,PALM SPRINGS,28-12-2021,07-01-2022,28-12-2021,Original,28-12-2021
2034,TX2034,Franchise,27-05-2022,Houston,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,27-05-2022,Operational,HOUSTON,01-06-2022,01-06-2022,27-05-2022,Original,20-07-2022
2035,OH2035,Franchise,19-01-2022,Elyria,Ohio,Central,510.0,CLEVELAND-AKRON (CANTON),Active,3.0,North,19-01-2022,Operational,CLEVELAND-AKRON (CANTON),19-01-2022,19-01-2022,19-01-2022,Original,20-07-2022
2037,GA2037,Franchise,07-12-2021,Buford,Georgia,Eastern,524.0,ATLANTA,Active,2.0,Southeast,07-12-2021,Operational,ATLANTA,07-12-2021,07-12-2021,07-12-2021,Original,20-07-2022
2041,CO2041,Franchise,14-01-2022,Commerce City,Colorado,Mountain,751.0,DENVER,Active,4.0,West,14-01-2022,Operational,DENVER,14-01-2022,14-01-2022,14-01-2022,Original,20-07-2022
2050,MI2050,Franchise,04-02-2022,Warren,Michigan,Eastern,505.0,DETROIT,Active,3.0,North,04-02-2022,Operational,DETROIT,04-02-2022,04-02-2022,04-02-2022,Original,20-07-2022
2059,TX2059,Franchise,15-11-2021,El Paso,Texas,Central,765.0,EL PASO (LAS CRUCES),Active,1.0,Southwest,15-11-2021,Operational,EL PASO (LAS CRUCES),15-11-2021,15-11-2021,15-11-2021,Original,15-11-2021
2065,NC2065,Franchise,22-02-2022,Durham,North Carolina,Eastern,560.0,RALEIGH-DURHAM (FAYETVLLE),Active,2.0,Southeast,22-02-2022,Operational,RALEIGH-DURHAM (FAYETVLLE),25-02-2022,23-02-2022,22-02-2022,Original,22-02-2022
2066,CA2066,Franchise,17-11-2022,Pleasanton,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,17-11-2022,Operational,SAN FRANCISCO-OAK-SAN JOSE,17-11-2022,17-11-2022,17-11-2022,Original,17-11-2022
2067,CA2067,Franchise,17-06-2022,San Jose,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,17-06-2022,Operational,SAN FRANCISCO-OAK-SAN JOSE,17-06-2022,17-06-2022,17-06-2022,Original,17-06-2022
2070,CO2070,Franchise,01-11-2021,Fountain,Colorado,Mountain,752.0,COLORADO SPRINGS-PUEBLO,Active,4.0,West,01-11-2021,Operational,COLORADO SPRINGS-PUEBLO,01-11-2021,01-11-2021,01-11-2021,Original,20-07-2022
2077,GA2077,Franchise,15-03-2022,Atlanta,Georgia,Eastern,524.0,ATLANTA,Active,2.0,Southeast,15-03-2022,Operational,ATLANTA,16-03-2022,15-03-2022,15-03-2022,Original,20-07-2022
